,portfolio,total_fees,num_trades,num_trades_saved,end_price_HODL,end_price_rebalanced
494,PIVX-DCR-WAVES-ZEC-ETH-DASH,752.6426024830448,677,87,30985.902391749227,43883.19610153682
495,BTC-GNT-DOGE-XLM-WAVES-FCT,1723.1254190164561,863,93,90857.57146391332,93301.8054516154
496,BTC-ARDR-STEEM-REP-ETC-FCT,1284.6112914221578,756,122,30779.388561451313,51914.0783625044
497,XMR-LTC-DOGE-DCR-LSK-FCT,1298.2875615119015,834,0,47487.276245568704,67174.44473896999
498,BTC-GNT-FCT-WAVES-XRP-LTC,1098.0026861459926,770,82,36867.55843983076,58167.25085481035
499,GNO-ARDR-BTC-STRAT-LSK-ETH,1352.1400158715805,686,190,46706.7706367355,64150.73630619825
500,XRP-PIVX-LSK-LTC-DASH-ARDR,2147.0448578287346,864,0,51645.081027524335,82894.20532364646
501,ZEC-GNT-DASH-GNO-XLM-ETC,1277.5085253232382,878,0,78323.01121556618,53605.07712167977
502,LSK-XMR-REP-ZEC-WAVES-DCR,1174.679514601251,788,0,45906.154165658154,56748.491106266636
503,LTC-XMR-XEM-XLM-STEEM-ETH,2742.015130079294,734,150,103248.05496047443,152081.1357467164
504,ETC-FCT-BTC-ZEC-DCR-STEEM,928.5057669484826,768,72,29032.89125869764,44754.93248073097
505,BTC-GNO-WAVES-LTC-ARDR-ETC,1045.5649694150375,747,105,30513.764056896478,44528.739339425425
506,STRAT-GNO-ETH-XRP-PIVX-WAVES,1334.7582559942593,788,88,37640.92499651822,58041.0965337644
507,STRAT-DOGE-XLM-ETC-GNT-XEM,2313.147944338398,944,0,88448.86160313601,101009.26210866676
508,XRP-XEM-XMR-STRAT-DCR-ARDR,2512.0599180576855,910,0,41792.51172868007,88289.21102544226
509,FCT-PIVX-DOGE-XLM-XRP-BTC,1992.2094990960256,822,90,93322.96232035056,100648.95027070158
510,WAVES-GNT-DASH-ETC-XLM-BTC,1316.6733349181186,732,144,88517.23133276863,82026.98046794656
511,DASH-ETC-ETH-XLM-ARDR-STEEM,2620.186222400544,812,136,97353.32453541161,122137.09780863803
512,REP-LTC-XMR-GNO-XRP-XEM,1616.9356744973916,842,0,33989.43879756343,55607.734028098086
513,BTC-LSK-XLM-DASH-WAVES-GNO,2189.973064782424,822,102,104690.0150502508,103148.57791268089
514,FCT-ETH-PIVX-DCR-GNO-STRAT,827.2773501662735,783,53,24965.365359771942,36866.04337059121
515,GNT-DASH-XRP-ETH-BTC-STRAT,924.3369222565028,591,229,36564.635466011816,60887.035777308076
516,BTC-ZEC-XMR-WAVES-DCR-XLM,1427.9322270804987,741,115,93260.97491931543,91415.12139876184
517,GNO-PIVX-STEEM-ETC-FCT-BTC,983.7207656434747,813,73,26250.87537867582,40819.15642196131
518,STRAT-GNT-XMR-DCR-FCT-ZEC,836.3131440051746,870,0,25994.30010499964,40570.712777511304
519,STEEM-DCR-XRP-DOGE-PIVX-BTC,1559.1633231666722,812,80,41251.34517912351,75187.34663554562
520,STRAT-WAVES-FCT-ETC-GNO-ETH,944.1686615114337,763,69,29073.704390830586,39931.156291756735
521,DCR-DOGE-STRAT-XRP-REP-GNT,1400.4862989293104,956,0,32335.52061033024,57872.63926667844
522,XMR-DCR-DASH-XRP-XLM-PIVX,2107.9046939166296,914,0,95170.07699334834,105150.39773108499
523,DCR-FCT-STEEM-ARDR-ETC-XMR,1487.3909884813565,872,0,35604.856732986176,62008.060468496275
524,XRP-PIVX-WAVES-FCT-DCR-DASH,1324.8802067558152,886,0,34951.01761253178,56551.54159402076
525,ETC-BTC-XMR-WAVES-GNO-ZEC,707.0836783990283,645,91,27920.64433286146,35984.70702484324
526,DCR-XMR-STRAT-DASH-XLM-LSK,2649.0120087056125,906,0,107039.95202954806,129531.12169631393
527,REP-STEEM-DCR-XLM-ZEC-PIVX,2047.5111258060297,974,0,88160.90179083195,85759.23889389027
528,BTC-GNO-LTC-ETC-FCT-XEM,950.399580122689,756,74,24083.53501283566,38661.336446271045
529,DASH-GNT-LSK-XMR-XRP-BTC,1187.9931840626873,684,124,51194.5818761479,73356.80824680356
530,GNT-ETH-WAVES-STRAT-ARDR-BTC,989.4943980716195,619,251,36853.084208021945,61659.950584065795
531,XLM-ZEC-DCR-FCT-XMR-PIVX,1491.429698379881,900,0,85350.46405612919,73118.83697495007
532,ETH-WAVES-XRP-DOGE-STEEM-ARDR,2407.141591263341,770,110,52042.338707006194,105233.92343344093
533,WAVES-GNT-ZEC-BTC-PIVX-STEEM,972.6370063098138,735,131,33788.76813969549,53281.57871481462
534,REP-ZEC-PIVX-XRP-DCR-XLM,1932.2410656053712,950,0,88040.45124672158,81275.18497168712
535,STRAT-WAVES-GNO-ETC-XRP-ARDR,1952.7590905883494,924,0,36412.5404545555,59926.75254968816
536,REP-STRAT-BTC-DCR-DOGE-ETH,872.8671461062794,675,115,31006.061893304664,49621.70229105787
537,GNT-STRAT-ETC-LTC-GNO-XLM,1524.9905788406659,920,0,82941.47433776781,66632.84508375757
538,GNO-ETC-LSK-DASH-STEEM-WAVES,1537.2059072154832,856,0,48816.22607689618,62625.38651338023
539,FCT-DOGE-REP-STEEM-LTC-ZEC,1274.9369921105124,814,0,31086.43752270532,49802.776326056206
540,ETH-ETC-LSK-LTC-XRP-XEM,1675.6888729836114,669,109,54001.69778893791,88233.32860602009
541,ETH-GNO-ARDR-REP-LTC-LSK,1388.6036272847703,755,109,43883.26440168374,54629.78180487406
542,ETH-XRP-STRAT-DOGE-PIVX-BTC,1247.8702784526474,680,182,38806.84214607006,68683.98351427595
543,STRAT-WAVES-PIVX-FCT-LSK-LTC,1340.8352583804037,832,0,47047.886450526436,65197.45491944115
544,GNT-LSK-XMR-GNO-REP-DOGE,1154.7724975530211,888,0,40159.83506759991,49512.80628631106
545,ETC-GNT-ETH-ARDR-STRAT-FCT,999.864856948034,760,102,28510.170650107026,46395.99289274591
546,REP-WAVES-GNO-ZEC-DASH-STRAT,975.3548034078119,790,0,24767.06527424459,34500.52474866693
547,LTC-PIVX-LSK-GNT-ARDR-DCR,1463.815071610945,948,0,43407.2269661941,65344.436383791646
548,XEM-ARDR-ETH-GNO-ETC-FCT,1291.0211554049638,802,68,27529.118665777816,44186.96961614542
549,BTC-FCT-ETH-GNO-REP-STEEM,908.5997563787688,724,120,30118.636544490262,42001.3575891969
550,PIVX-ZEC-XLM-XRP-GNT-STEEM,2410.072299913122,988,0,95685.91365201717,108981.69722299391
551,PIVX-BTC-ETH-GNT-ZEC-ARDR,690.3902371234067,579,235,27920.87316182792,43327.65211638177
552,DCR-LTC-XMR-REP-GNO-FCT,869.8471640573052,834,0,23975.81466684314,34040.096412215185
553,ETC-XLM-XMR-WAVES-LSK-ETH,2121.387476295301,703,137,111829.90120970822,135168.97607934434
554,BTC-ARDR-DASH-LTC-FCT-GNT,976.8462237422261,727,105,27846.06095197245,46598.42593621571
555,GNT-LTC-BTC-XLM-DOGE-STRAT,1804.881446734378,816,130,90426.48877608824,98535.0721582408
556,XEM-ARDR-REP-XRP-DASH-DCR,2076.7078535743594,878,0,34986.95958241957,66769.29151567354
557,XEM-STEEM-DCR-BTC-FCT-XRP,1815.6595125219194,819,81,41219.44364749168,80256.07644420073
558,ARDR-XRP-ZEC-WAVES-FCT-ETH,1483.2659905819344,739,87,40135.836937198634,63571.24180688247
559,STEEM-ETC-DCR-XRP-FCT-PIVX,1539.9396517389205,940,0,35596.966447664774,62318.92620808805
560,WAVES-DCR-GNO-GNT-XEM-ETC,1105.2177369659205,936,0,26328.931369372487,42305.54356090501
561,ETC-FCT-ARDR-LSK-ZEC-PIVX,1381.7123984595037,888,0,38588.39724642331,49734.925541963545
562,DOGE-XRP-ETH-DASH-GNO-STEEM,1561.7689315421842,786,78,41788.4363471754,68110.6449121062
563,BTC-PIVX-REP-WAVES-XMR-GNT,710.4591085221299,681,133,29349.07267996714,43313.50164122191
564,ZEC-ETC-LSK-DOGE-BTC-GNO,918.1101849831085,741,71,38211.44403825677,43359.39233275212
565,PIVX-REP-ETH-ARDR-XEM-ETC,1336.5035440791023,733,131,28406.340014642545,51192.16627239257
566,XEM-ETH-LTC-ZEC-DASH-REP,877.2684879002112,572,104,28712.266104502796,44294.88894514812
567,XEM-DCR-PIVX-XRP-LSK-ETH,1757.6387805295867,788,100,52975.38520276599,91283.38594861225
568,REP-XRP-ZEC-LSK-STEEM-BTC,1711.1095628915853,720,126,52537.49212410862,77159.03797419141
569,REP-ZEC-STRAT-BTC-LSK-PIVX,965.0606327177112,671,135,38856.85036720404,49700.67010293841
570,DASH-DCR-ETH-GNO-WAVES-LSK,1107.8122222278141,749,73,46903.588570076994,55842.47751713716
571,LTC-LSK-FCT-REP-XMR-XLM,2419.616439251677,894,0,103545.58601216027,105466.070571644
572,LSK-LTC-DCR-XMR-XEM-DASH,1631.1011058147024,808,0,48804.09789716665,75810.04378802716
573,FCT-XMR-DOGE-ETC-PIVX-GNO,887.2948261566925,856,0,23661.366784413472,36233.569561479875
574,ZEC-STEEM-GNO-FCT-DASH-LTC,1119.9629088267543,816,0,28301.2787374246,41730.01857657811
575,DCR-STEEM-XMR-XRP-WAVES-DASH,1827.515114912197,866,0,47580.70072584661,84756.68640247518
576,WAVES-STRAT-ZEC-FCT-STEEM-XRP,1945.1663017033425,898,0,42709.48022602589,72371.61146297687
577,DOGE-XEM-GNO-FCT-REP-ARDR,1630.2847034982924,932,0,25583.490532762327,45789.19169790865
578,STEEM-REP-XEM-XRP-PIVX-ARDR,2653.2278858086224,898,0,40606.0528380686,80943.4746536984
579,XRP-PIVX-STRAT-DOGE-XEM-LSK,2712.306297045729,942,0,52914.26047388991,100003.00489936458
580,LTC-XMR-PIVX-ZEC-GNO-GNT,740.7510565490609,848,0,23029.936774038946,33112.457778633696
581,REP-XLM-BTC-GNO-FCT-XRP,1663.757479205707,815,81,87165.24993172196,71632.5886650294
582,DASH-XEM-FCT-PIVX-ZEC-XRP,1434.1478185718565,834,0,30490.055691098714,52245.58539216534
583,STRAT-BTC-ARDR-LSK-LTC-DASH,1503.0367575402404,701,131,48126.52229071132,73798.00768021894
584,DCR-ZEC-LTC-REP-XEM-ARDR,1461.9434400509258,806,0,28030.51564641566,49701.28577734596
585,STEEM-REP-LTC-XEM-XLM-WAVES,3139.3088987301344,902,0,99184.14430094091,132466.499793479
586,LSK-REP-BTC-XEM-ETC-FCT,1224.36761657528,716,112,39451.336550582164,54635.19900143842
587,ARDR-XRP-LTC-GNT-STRAT-ETH,1571.2525166704147,795,133,39882.05940494784,74840.13460844415
588,XRP-LSK-GNT-GNO-ETH-WAVES,1453.2601220617134,819,109,52126.46289003539,69831.46273613258
589,STRAT-FCT-LTC-BTC-ZEC-DOGE,966.0181486813718,722,84,28517.844303902984,46353.92429682407
590,STRAT-ETC-DOGE-XMR-ZEC-LSK,1269.1201426046275,768,0,45102.122743341366,61336.79943076613
591,LSK-XRP-STEEM-XMR-LTC-XEM,3032.5808158545096,860,0,62499.50821171256,126757.29051465659
592,PIVX-XRP-ETH-XEM-ETC-BTC,1072.678957159145,578,208,35808.59586677199,62740.627174723384
593,ARDR-XEM-STEEM-ETH-STRAT-LTC,2133.5645053587587,732,136,43503.0374286524,91916.26592353341
594,ZEC-ETH-XLM-STRAT-WAVES-DASH,1682.2665525638563,714,118,93905.23089304517,95254.39897081534
595,STEEM-GNT-GNO-WAVES-FCT-LTC,1195.1724544224205,918,0,33133.55700793312,49275.248169859195
596,LSK-REP-FCT-XEM-DCR-XLM,2660.4194294391987,942,0,100937.21516102807,109617.25360948492
597,DOGE-GNT-LSK-STEEM-ZEC-STRAT,1764.9198308183372,920,0,49081.10999125162,76591.85717748335
598,BTC-DOGE-LTC-REP-STEEM-XRP,1608.116458559872,760,106,41639.644397903045,73247.19792423579
599,REP-ETC-DCR-GNO-LSK-FCT,981.8506082761673,862,0,33718.078354812766,37421.972694734235
600,ARDR-ETH-REP-ZEC-XLM-DOGE,2284.1018072847532,813,109,90031.90830633543,93585.23704415486
601,XRP-XEM-ARDR-XMR-GNO-XLM,3531.7199233568176,952,0,97637.81786105304,120343.39612738206
602,REP-STRAT-ETH-XMR-DASH-PIVX,830.9505631298663,610,118,30102.769977735286,44820.8392138576
603,DCR-ETC-XMR-FCT-STEEM-DOGE,1312.0916780399068,870,0,35093.22381459709,59100.348617504664
604,ETH-WAVES-REP-ARDR-XMR-BTC,933.1539098588263,558,200,37840.408290726984,56638.325997590175
605,DASH-PIVX-ARDR-DOGE-XEM-LTC,1898.5550304511007,890,0,32637.933634128087,65984.4911145126
606,BTC-ETH-DOGE-XMR-REP-XLM,1578.0012363031612,672,174,93114.91924284694,94861.35608095682
607,DOGE-BTC-FCT-LTC-XLM-ARDR,2342.5472676847153,855,93,91761.10609657964,100749.38853694801
608,ETC-STRAT-XMR-ETH-XEM-DASH,1162.1926884902175,641,109,33965.5424331416,58567.86860075021
609,ZEC-LSK-XRP-WAVES-ETH-XEM,1814.0236421334937,672,116,57063.0533813988,92294.57407082748
610,PIVX-XEM-DOGE-XLM-GNT-ETH,1956.7009155494588,817,107,90794.59592607195,104418.9599565074
611,LTC-ARDR-STEEM-XRP-DOGE-ZEC,2269.3057066685838,886,0,44001.464181758136,82145.11182473149
612,DOGE-XMR-XEM-LTC-ZEC-XRP,1617.7632193420336,740,0,39694.077639037474,69941.74787496743
613,WAVES-DASH-ETC-GNO-ETH-LTC,717.9856074124484,619,77,30576.151966151905,39455.20332276809
614,XEM-REP-FCT-GNT-PIVX-GNO,944.4640446332565,872,0,18399.769687625587,32824.68822948732
615,DOGE-GNO-ETH-DCR-XLM-PIVX,1572.570155806102,924,52,87302.42153896703,77549.29586205777
616,DASH-LSK-XMR-BTC-WAVES-GNO,1094.8353936403782,669,95,47391.59124394736,57316.87250395744
617,XMR-WAVES-DCR-ARDR-DASH-XLM,2494.246154169275,904,0,96690.24721446417,112582.74386025946
618,ZEC-FCT-GNO-ETH-XMR-DOGE,814.35960572401,725,41,28146.470465194467,37769.82410406131
619,REP-XMR-DOGE-BTC-ZEC-XRP,1141.7970832812946,677,103,34559.54975683355,52897.016581464
620,STRAT-GNT-STEEM-ARDR-LTC-FCT,1683.7732759745898,968,0,35438.23456378937,65600.59766672709
621,ARDR-XRP-ETC-LSK-STEEM-BTC,2332.4113641431636,772,148,57338.37172462832,101850.93310731751
622,WAVES-GNT-ZEC-FCT-XLM-DASH,1581.8510689798939,904,0,86472.7442111965,74492.6229029226
623,DCR-WAVES-LTC-DOGE-STEEM-XRP,2224.1962776297455,956,0,47977.392505232325,93666.22764975516
624,XMR-STRAT-XEM-BTC-FCT-XRP,1742.1327341834553,731,113,38643.58073947692,74423.36395348274
625,ETH-FCT-ZEC-WAVES-XEM-DOGE,1286.3409981605953,736,64,34772.646047926566,57512.178310434654
626,GNT-STRAT-FCT-LTC-XEM-XLM,2095.751051796851,900,0,88429.27182737215,98220.38010253108
627,DOGE-XMR-WAVES-REP-GNT-ETH,1005.0590781386952,778,86,35087.6915636734,53627.055385650325
628,XEM-GNT-FCT-LTC-DOGE-WAVES,1368.1864810083603,870,0,33248.84481944724,59444.39104059216
629,DASH-DCR-STRAT-LTC-ETC-REP,921.7980866516841,776,0,24940.79910896004,39987.87659070782
630,FCT-ETH-LSK-GNT-ETC-ZEC,773.773708356929,683,83,39108.6107020771,44535.30528469254
631,DOGE-XMR-DASH-GNO-GNT-LSK,1167.1500286255311,874,0,42461.972608826676,53579.82312429336
632,DCR-DOGE-PIVX-XEM-WAVES-ARDR,2035.91564558357,932,0,35834.19146816169,70997.80387174973
633,DCR-WAVES-STRAT-LTC-XLM-DOGE,2249.1197075702826,904,0,95969.58921287669,112978.16250207105
634,GNO-DASH-STEEM-REP-PIVX-LSK,1502.909421206945,878,0,42291.5181154639,54097.2939913296
635,GNO-LTC-ETC-XEM-ETH-WAVES,989.285688798867,691,73,32569.189575060158,47916.524236448146
636,GNT-DASH-STEEM-XRP-PIVX-LSK,2204.6886837700117,994,0,53051.6194038254,88775.33899516007
637,DASH-ARDR-REP-DCR-ETH-DOGE,1215.900165474784,770,66,31389.817736299283,52125.053017074635
638,XLM-DOGE-LTC-DASH-LSK-GNT,2447.928349061521,936,0,104454.20112320707,118898.04645449904
639,ETH-ZEC-GNT-XRP-GNO-XEM,1117.665816129756,750,84,31657.704646757902,48645.41802943816
640,DASH-ARDR-STRAT-XRP-ZEC-DOGE,1902.1011513799199,850,0,36824.19281370294,66624.72113412591
641,GNT-XMR-LSK-LTC-PIVX-BTC,949.5119195631381,671,123,44691.2114872985,60928.943739604256
642,XRP-XLM-XEM-DOGE-GNT-WAVES,2985.7131363472163,978,0,100251.83304580193,136317.86923953355
643,ZEC-WAVES-LTC-XEM-DOGE-XMR,1385.0126151373652,758,0,37504.45517418048,63245.34749915168
644,PIVX-GNO-XLM-REP-BTC-STEEM,1865.7787551421725,860,138,87344.20132789442,79910.50634787347
645,BTC-LSK-ETC-ARDR-XEM-REP,1703.691175006052,735,133,43219.630088617,67396.34710672928
646,ETH-LTC-FCT-STEEM-DCR-XLM,2026.5235514562116,829,67,96936.33323040552,114195.70279938873
647,BTC-DCR-GNO-WAVES-DOGE-XMR,893.8789040903289,748,42,33350.233210580955,47015.12109381055
648,XRP-FCT-DOGE-ZEC-XEM-GNO,1586.256577279267,890,0,30567.357420652974,50887.2312564536
649,ETC-ZEC-DOGE-DCR-STEEM-XRP,1687.1956306638892,932,0,38400.553520156005,66797.14790122825
650,ZEC-DASH-BTC-LSK-WAVES-GNT,856.1916108277703,667,123,44177.47120589088,53375.19189916496
651,FCT-ZEC-WAVES-LTC-ETC-DASH,829.0759831747631,752,0,27447.93959265229,38333.723899067285
652,XEM-BTC-XMR-ZEC-GNO-WAVES,1108.3058835891618,701,93,31577.806115604086,47889.50093266338
653,WAVES-STRAT-ZEC-REP-FCT-PIVX,989.8700301576957,808,0,25365.979502000635,38030.63309301668
654,XLM-ARDR-PIVX-XMR-LSK-STEEM,4319.579859567793,984,0,113776.39506617027,173816.49845817662
655,DCR-BTC-LTC-XRP-LSK-GNO,1359.1619777511403,767,71,48125.69858885893,64798.11166785903
656,STRAT-XRP-FCT-WAVES-REP-ARDR,2076.5735608300856,950,0,37605.16279402485,64914.26629486029
657,BTC-DASH-XRP-STEEM-XEM-LTC,1812.3281146457905,668,126,43968.381259560025,86715.8875062353
658,WAVES-LTC-STEEM-XEM-FCT-REP,1808.0266202151067,854,0,37452.80498432996,66610.08783724018
659,DASH-DCR-REP-ETH-DOGE-WAVES,1011.0449346925199,763,63,33566.719644366385,51199.05969975537
660,STEEM-BTC-PIVX-GNT-DOGE-REP,1109.3809135872184,800,106,30482.890798272736,52956.615289330366
661,XLM-DASH-DCR-ETH-FCT-ETC,1347.989650066957,786,62,86734.21626262204,76557.41899780647
662,DCR-BTC-ZEC-LSK-STRAT-WAVES,1081.7962979101928,699,115,47159.913891617594,64180.34151304272
663,ETC-LTC-DASH-PIVX-ARDR-GNT,1001.9136506340404,840,0,25506.84369222152,43335.169309730365
664,LTC-STEEM-XMR-GNO-REP-XRP,1642.8018550654551,854,0,38961.44731255679,60406.130226645524
665,DASH-DOGE-STRAT-FCT-WAVES-REP,1287.5636609924068,864,0,30248.934295844552,49179.71367462921
666,DASH-REP-LTC-STRAT-DCR-ARDR,1285.4220902386558,824,0,29082.994489661534,49728.72540342666
667,REP-XEM-ARDR-DASH-XMR-XLM,3181.1025910802987,912,0,91611.94277806453,107251.94473185687
668,REP-BTC-STRAT-XMR-LTC-STEEM,1281.598965494553,675,123,37332.02513466753,62046.59060796782
669,XMR-XLM-WAVES-GNT-LTC-XRP,2277.9961449808884,882,0,101007.99699760297,120997.85287109483
670,STEEM-FCT-XLM-XMR-XRP-ARDR,3617.7323071124156,940,0,104440.46208290813,148755.80758300613
671,GNO-XLM-DCR-PIVX-ETH-LSK,1952.2532118829142,886,86,101458.01096148034,97032.38973356741
672,BTC-ARDR-STEEM-XMR-PIVX-LSK,1938.4112417481426,747,131,54068.87201870562,92309.98346737896
673,ARDR-LTC-XLM-WAVES-ETH-STEEM,3038.7385810597425,782,152,105245.36849422769,154389.01920062257
674,GNT-DCR-FCT-LSK-LTC-ZEC,985.1340787015544,862,0,39185.85988100473,50288.922696901005
675,REP-DOGE-STRAT-DCR-LSK-ZEC,1278.2501115443451,824,0,41435.64758595605,55848.21361345898
676,ZEC-ARDR-GNT-XRP-BTC-STRAT,1306.1658500242606,782,132,34083.85859251759,60387.87602334849
677,XLM-DOGE-PIVX-BTC-XEM-STRAT,2348.460101166957,801,137,91122.3481065292,113037.18592361233
678,STRAT-REP-ETH-ETC-XEM-DASH,1034.1108543978721,656,124,28520.711712775028,48991.8857969311
679,ARDR-STEEM-XRP-DASH-ETC-XLM,3621.5639132206684,968,0,100923.86706110166,139011.66324499325
680,STRAT-DASH-ARDR-ETH-XMR-STEEM,1755.6189862527744,753,123,43079.74632883645,80265.44820376505
681,GNO-PIVX-XRP-FCT-XMR-BTC,1100.613557605055,805,71,30937.242187539625,45817.154388802446
682,STEEM-PIVX-FCT-ETH-DOGE-DCR,1233.9554820595586,836,60,35656.98638428711,60653.31965222125
683,ZEC-DOGE-ETH-LSK-DASH-XLM,1939.0563518279423,722,104,105978.00235168643,113430.10293612398
684,ETH-XRP-DASH-ETC-STEEM-BTC,1067.5417542212674,537,225,42012.325860871024,67803.01495884967
685,XEM-FCT-XRP-GNT-DASH-STRAT,1667.341324723149,932,0,33259.803751672596,64287.332358731845
686,GNT-DCR-ETH-BTC-XLM-DOGE,1422.0161867421866,754,152,90881.10512339484,92401.30960035614
687,ETC-REP-XEM-PIVX-GNO-LTC,1038.249286072627,838,0,21106.30438569235,35285.029756473916
688,XLM-ETH-PIVX-LTC-FCT-ZEC,1508.8708810814428,795,97,86940.53921199113,77472.290656483
689,DASH-ZEC-DOGE-XEM-LTC-PIVX,1203.1632660939265,776,0,28475.067401000768,50578.646096607765
690,GNO-XMR-ETC-ETH-XRP-REP,992.8770146700332,684,80,32033.383398874437,43420.79589594973
691,DASH-LTC-ETC-STEEM-XRP-XLM,2658.3071891492946,876,0,100018.74252428203,125508.71255899113
692,LSK-GNT-XLM-WAVES-LTC-DCR,2408.205680643534,968,0,107256.96733881014,127470.48793367199
693,XRP-ARDR-PIVX-GNT-DASH-DOGE,1657.6275643796064,970,0,34409.05506427764,63836.00313324124
694,DASH-GNT-REP-DCR-LSK-GNO,957.5349513218496,864,0,35164.93498912895,40869.937413126754
695,DASH-XEM-XRP-ARDR-ZEC-REP,1900.818860365775,810,0,33187.93316701248,59242.512271019965
696,DOGE-REP-FCT-XRP-GNO-WAVES,1349.1086098202038,888,0,32611.950411712398,47853.249197251775
697,GNO-WAVES-FCT-DCR-BTC-STRAT,943.4766426760343,805,59,28311.6008376893,40729.207118343635
698,STRAT-LSK-XRP-ETC-BTC-DCR,1521.1007445943007,780,120,49370.20720890041,76588.77615413598
699,STEEM-STRAT-DOGE-PIVX-ZEC-XMR,1447.5557448520774,834,0,36377.543850980335,62815.99919426547
700,GNT-STEEM-BTC-ZEC-ARDR-XEM,1488.4272810313546,773,149,34836.62531964231,68012.23907531305
701,FCT-REP-DASH-XMR-ETH-STEEM,1094.3867383788895,671,93,35648.59382368093,53304.543826596244
702,GNO-DASH-REP-XEM-XMR-DOGE,1302.5416903092987,820,0,27538.33483620275,45127.81138806703
703,ETC-ARDR-DASH-REP-BTC-LSK,1292.622922659918,688,136,41226.592479708765,55538.82856601861
704,DCR-DOGE-XRP-STRAT-ZEC-XLM,2370.1851260769186,934,0,94901.46998142595,107713.71330838991
705,XRP-ETC-WAVES-BTC-REP-GNO,1077.6791421845235,736,106,31005.204218546292,43484.82845682563
706,XLM-STEEM-LSK-DCR-ETC-ARDR,3490.9549051884546,984,0,110315.53058144868,151032.745470518
707,LSK-DASH-ETC-GNO-REP-DOGE,1124.755481376535,826,0,36860.50758531163,43021.0503197582
708,XEM-FCT-ZEC-ARDR-XRP-REP,1930.3013143349772,880,0,31897.71083584475,56531.19032368768
709,ETC-PIVX-STRAT-DCR-DOGE-ETH,976.1446144686244,785,71,29678.759843612774,50381.68807786019
710,XLM-DCR-STRAT-DASH-REP-GNT,1694.1143514736077,928,0,83965.60372750426,76816.02380044483
711,STRAT-ETH-DOGE-XLM-PIVX-XEM,2494.8691161230277,828,128,93662.80722265175,122085.23025895252
712,XMR-GNT-DOGE-STRAT-PIVX-ARDR,1476.2447936746573,968,0,32067.87408952015,59196.049032962925
713,XRP-GNT-LSK-ETH-BTC-ZEC,961.0805256111497,584,236,49641.146724849015,68338.3339492497
714,STRAT-ZEC-ETH-XEM-XMR-LSK,1533.4809449919333,681,121,50066.89929170709,78353.83243525817
715,LSK-ETH-ETC-PIVX-XLM-ZEC,1745.2234129456024,770,134,101115.71841026832,95862.68984035241
716,GNO-STRAT-PIVX-XRP-LTC-REP,1292.7775275387748,884,0,28982.707956303613,45489.93103955504
717,XMR-ETC-DASH-WAVES-STRAT-XRP,1447.213814361747,776,0,40198.020464857655,64311.76858351177
718,LSK-PIVX-REP-XEM-XRP-WAVES,2371.0666081609497,892,0,51939.93633322543,86295.58006431264
719,PIVX-ETH-XMR-XEM-GNT-XLM,1724.0680674099397,765,137,91970.85081673373,102754.69139970839
720,ETC-STRAT-BTC-DOGE-LSK-XRP,1841.0678968984782,762,120,51222.414108231555,84931.92834731714
721,ZEC-STEEM-XMR-GNT-XEM-BTC,1189.0916708370519,687,143,35501.247291915,63454.68575665569
722,GNT-STEEM-WAVES-ZEC-STRAT-GNO,1298.7241733203987,910,0,32526.759068687035,50087.809694730706
723,DOGE-PIVX-LSK-STRAT-XEM-ZEC,1833.8821650177904,886,0,44384.8698678385,71287.6728794392
724,GNT-FCT-ZEC-XMR-LTC-BTC,650.8159672582045,666,92,26825.88789798494,39377.04300552589
725,ZEC-PIVX-WAVES-ETC-GNT-ETH,717.9935121723017,728,112,27700.056958082052,40301.9195586523
726,XRP-LSK-XMR-ETC-ARDR-XEM,2720.4466362724647,866,0,54775.46245079619,97950.4312020616
727,DCR-DOGE-GNO-BTC-XRP-ETC,1058.335324897699,774,52,30733.03832246375,46960.15697147549
728,STEEM-DOGE-FCT-DASH-XLM-ETC,2270.525314257281,928,0,92277.41623175364,100421.76940943205
729,XRP-ETH-DCR-DOGE-ZEC-DASH,1055.1759063054265,676,48,36373.684624189926,55881.82650829917
730,ETH-GNO-XRP-DOGE-REP-FCT,1140.4869329991045,778,50,31231.030350879308,45341.183583821396
731,DOGE-GNO-XMR-ARDR-PIVX-STEEM,1790.1614941799237,940,0,36058.830620184286,62653.55115365405
732,REP-GNT-XMR-XRP-GNO-STRAT,1236.4000316370475,910,0,30276.686073815683,45913.65185115253
733,ETH-DCR-LTC-XRP-XMR-GNT,996.6382817729461,728,80,39300.19134047351,61936.444541302524
734,BTC-XMR-REP-STRAT-GNO-XRP,1219.7181441366965,774,88,32517.769882480185,48549.42364343505
735,ARDR-WAVES-DCR-ETH-GNT-STRAT,1161.7686002656349,771,107,36233.72165919023,61324.914394808984
736,BTC-STRAT-ETH-FCT-XRP-REP,999.1544525669648,638,162,34479.76546430324,53682.58392366546
737,XEM-LSK-PIVX-ZEC-ETH-ETC,1090.5207027436122,641,111,42667.639033733314,57837.5921044399
738,FCT-LTC-LSK-ZEC-GNO-WAVES,1084.7492228072367,826,0,42113.23343944854,46309.01864808324
739,REP-STRAT-ETC-WAVES-GNO-PIVX,986.232179461001,860,0,23556.01464756473,35164.03784749123
740,ETC-DCR-BTC-DASH-ZEC-GNT,560.4019073782831,671,97,21850.57759527785,34431.59293302829
741,DASH-XMR-GNT-XEM-REP-LTC,1155.7236698451661,812,0,28758.211385115766,48624.08526714179
